Card_Num,  Card Name,  Type,  Rarity,  Value ($),  Attribute,  Sub Type,  Level,  ATK,  DEF,  Card Text
LOB-000,Tri-Horned Dragon,Normal Monster,Secret Rare,15.00,Dark,Dragon,8,2850,2350,An unworthy dragon with three sharp horns sprouting from its head.
LOB-001,Blue-Eyes White Dragon,Normal Monster,Ultra Rare,16.00,Light,Dragon,8,3000,2500,"This legendary dragon is a powerful engine of destruction. Virtually invincible, Very few have faced this awesome creature and lived to tell the tale."
LOB-002,Hitotsu-Me Giant,Normal Monster,Common,0.20,Earth,Beast-Warrior,4,1200,1000,"A one-eyed behemoth with thick, powerful arms made for delivering punishing blows."
LOB-003,Flame Swordsman,Fusion Monster,Super Rare,5.70,Fire,Warrior,5,1800,1600,Flame Manipulator + Masaki the Legendary Swordsman
LOB-004,Skull Servant,Normal Monster,Common,0.20,Dark,Zombie,1,300,200,A skeletal ghost that isn't strong but can be mean trouble in large numbers.
LOB-005,Dark Magician,Normal Monster,Ultra Rare,13.00,Dark,Spellcaster,7,2500,2100,The ultimate wizard in the terms of attack and defense.
LOB-006,Gaia the Fierce Knight,Normal Monster,Ultra Rare,16.00,Earth,Warrior,7,2300,2100,A knight whose horse travels faster than the wind. His battle-charge is a force to be reckoned with.
LOB-007,Celtic Guardian,Normal Monster,Super Rare,8.10,Earth,Warrior,4,1400,1200,An elf who learned to wield a sword. He baffles enemies with lightning-swift attacks.
LOB-008,Basic Insect,Normal Monster,Common,0.30,Earth,Insect,2,500,700,"Usually found traveling in swarms, this creature's ideal environment is the forest."
LOB-009,Mammoth Graveyard,Normal Monster,Common,0.20,Earth,Dinosaur,3,1200,800,A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers.
LOB-010,Silver Fang,Normal Monster,Common,0.50,Earth,Beast,3,1200,800,"A snow wolf that's beautiful to the eye, but absolutely vicious in battle."
LOB-011,Dark Grey,Normal Monster,Common,0.40,Earth,Beast,3,800,900,"Entirely gray, this beast has rarely been seen by mortal eyes."
LOB-012,Trial of Nightmare,Normal Monster,Common,0.20,Dark,Fiend,4,1300,900,This fiend passes judgment on enemies that are locked in coffins.
LOB-013,Nemuriko,Normal Monster,Common,0.40,Dark,Spellcaster,3,800,700,A child-like creature that controls a sleep fiend to beckon enemies into eternal slumber.
LOB-014,The 13th Grave,Normal Monster,Common,0.20,Dark,Zombie,3,1200,900,A zombie that suddenly appeared from plot #13 - an empty grave.
LOB-015,Charubin the Fire Knight,Fusion Monster,Rare,0.80,Fire,Pyro,3,1100,800,Monster Egg + Hinotama Soul
LOB-016,Flame Manipulator,Normal Monster,Common,0.40,Fire,Spellcaster,3,900,1000,This Spellcaster attacks enemies with fire-related spells such as Sea of Flames and Wall of Fire.
LOB-017,Monster Egg,Normal Monster,Common,0.10,Earth,Warrior,3,600,900,A warrior hidden within an egg that attacks enemies by flinging eggshells.
LOB-018,Firegrass,Normal Monster,Common,0.40,Earth,Plant,2,700,600,A fire-breathing plant found growing near volcanoes.
LOB-019,Darkfire Dragon,Fusion Monster,Rare,0.50,Dark,Dragon,4,1500,1250,Firegrass + Petit Dragon
LOB-020,Dark King of the Abyss,Normal Monster,Common,0.40,Dark,Fiend,3,1200,800,It's said that this King of the Netherworld once had the power to rule over the dark.
LOB-021,Fiend Reflection #2,Normal Monster,Common,0.30,Light,Winged Beast,4,1100,1400,A bird-beast that summons reinforcements with a hand mirror.
LOB-022,Fusionist,Fusion Monster,Rare,1.50,Earth,Beast,3,900,700,Petit Angel + Mystical Sheep #2
LOB-023,Turtle Tiger,Normal Monster,Common,0.10,Water,Aqua,4,1000,1500,A tiger encased in a protective shell that attacks with razor-sharp fangs.
LOB-024,Petit Dragon,Normal Monster,Common,0.20,Wind,Dragon,2,600,700,A very small dragon known for its vicious attacks.
LOB-025,Petit Angel,Normal Monster,Common,0.10,Light,Fairy,3,600,900,A quick-moving and tiny fairy that's very difficult to hit.
LOB-026,Hinotama Soul,Normal Monster,Common,0.40,Fire,Pyro,2,600,500,An intensely hot flame creature that rams anything standing in its way.
LOB-027,Aqua Madoor,Normal Monster,Rare,1.00,Water,Spellcaster,4,1200,2000,A wizard of the waters that conjures a liquid wall to crush any enemies that oppose him.
LOB-028,Kagemusha of the Blue Flame,Normal Monster,Common,0.50,Earth,Warrior,2,800,400,"Serving as a double for the Ruler of the Blue Flame, he's a master swordsman that wields a fine blade."
LOB-029,Flame Ghost,Fusion Monster,Rare,0.50,Dark,Zombie,3,1000,800,Skull Servant + Dissolverock
LOB-030,Two-Mouth Darkruler,Normal Monster,Common,0.50,Earth,Dragon,3,900,700,"A dinosaur with two deadly jaws, it stores electricity in its horn and releases high voltage bolts from the mouth on its back."
LOB-031,Dissolverock,Normal Monster,Common,0.40,Earth,Rock,3,900,1000,"A monster born in the lava pits, it generates intense heat that can melt away its enemies."
LOB-032,Root Water,Normal Monster,Common,0.40,Water,Fish,3,900,800,An amphibian capable of calling up a massive tidal wave from the dark seas to wipe out enemy monsters.
LOB-033,The Furious Sea King,Normal Monster,Common,0.50,Water,Aqua,3,800,700,"Grand King of the Seven Seas, he's able to summon massive tidal waves to drown the enemy."
LOB-034,Green Phantom King,Normal Monster,Common,0.50,Earth,Plant,3,500,1600,"This youthful king of the forest lives in a green world, abundant with trees and wildlife."
LOB-035,Ray & Temperature,Normal Monster,Common,0.30,Light,Fairy,3,1000,1000,The Sun and the North Wind join hands to deliver a devastating combination of heat and gale-force winds.
LOB-036,King Fog,Normal Monster,Common,0.10,Dark,Fiend,3,1000,900,A fiend that dwells in a blinding curtain of smoke.
LOB-037,Mystical Sheep #2,Normal Monster,Common,0.30,Earth,Beast,3,800,1000,A monstrous sheep with a long tail for hypnotizing enemies.
LOB-038,Masaki the Legendary Swordsman,Normal Monster,Common,0.40,Earth,Warrior,4,1100,1100,Legendary swordmaster Masaki is a veteran of over 100 battles.
LOB-039,Kurama,Normal Monster,Common,0.30,Wind,Winged Beast,3,800,800,A vicious bird that attacks from the skies with its whip-like tail.
LOB-040,Legendary Sword,Spell,Common,0.20,,Equip,0,0,0,A Warrior-Type monster equipped with this card increases its ATK and DEF by 300 points.
LOB-041,Beast Fangs,Spell,Common,0.30,,Equip,0,0,0,A Beast-Type monster equipped with this card increases its ATK and DEF by 300 points.
LOB-042,Violet Crystal,Spell,Common,0.30,,Equip,0,0,0,A Zombie-Type monster equipped with this card increases its ATK and DEF by 300 points.
LOB-043,Book of Secret Arts,Spell,Common,0.20,,Equip,0,0,0,A Spellcaster-Type monster equipped with this card increases its ATK and DEF by 300 points.
LOB-044,Power of Kaishin,Spell,Common,0.40,,Equip,0,0,0,A Aqua-Type monster equipped with this card increases its ATK and DEF by 300 points.
LOB-045,Dragon Capture Jar,Trap,Rare,1.40,,Continuous,0,0,0,All Dragon-Type monsters on the field are switched to Defense Position and remain in this position as long as this card is active.
LOB-046,Forest,Spell,Common,0.20,,Field,0,0,0,"Increases the ATK and DEF of all Insect, Beast, Plant, and Beast-Warrior-Type monsters by 200 points."
LOB-047,Wasteland,Spell,Common,0.30,,Field,0,0,0,"Increases the ATK and DEF of all Dinosaur, Zombie, and Rock-Type monsters by 200 points."
LOB-048,Mountain,Spell,Common,0.10,,Field,0,0,0,"Increases the ATK and DEF of all Dragon, Winged Beast, and Thunder-Type monsters by 200 points."
LOB-049,Sogen,Spell,Common,0.20,,Field,0,0,0,Increases the ATK and DEF of all Beast-Warrior and Warrior-Type monsters by 200 points.
LOB-050,Umi,Spell,Common,0.20,,Field,0,0,0,"Increases the ATK and DEF of all Fish, Sea Serpent, Thunder, and Aqua-Type monsters by 200 points. Also decreases the ATK and DEF of all Machine and Pyro-Type monsters by 200 points."
LOB-051,Yami,Spell,Common,0.50,,Field,0,0,0,Increases the ATK and DEF of all Fiend and Spellcaster-Type monsters by 200 points. Also decreases the ATK and DEF of all Fairy-Type monsters by 200 points.
LOB-052,Dark Hole,Spell,Super Rare,7.70,,Normal,0,0,0,Destroys all monsters on the field.
LOB-053,Raigeki,Spell,Super Rare,5.40,,Normal,0,0,0,Destroys all of your opponent's monsters on the field.
LOB-054,Red Medicine,Spell,Common,0.50,,Normal,0,0,0,Increase your Life Points by 500 points.
LOB-055,Sparks,Spell,Common,0.50,,Normal,0,0,0,Inflicts 200 points of Direct Damage to your opponent's Life Points.
LOB-056,Hinotama,Spell,Common,0.40,,Normal,0,0,0,Inflicts 500 points of Direct Damage to your opponent's Life Points.
LOB-057,Fissure,Spell,Rare,0.70,,Normal,0,0,0,Destroys 1 opponent's face-up monster with the lowest attack.
LOB-058,Trap Hole,Trap,Super Rare,7.70,,Normal,0,0,0,"If the ATK of a monster summoned by your opponent (excluding Special Summon) is 1000 or more, the monster is destroyed."
LOB-059,Polymerization,Spell,Super Rare,12.00,,Normal,0,0,0,Fuses 2 or more Fusion-Material Monsters to form a new Fusion Monster.
LOB-060,Remove Trap,Spell,Common,0.10,,Normal,0,0,0,Destroys 1 face-up Trap Card on the field.
LOB-061,Two-Pronged Attack,Trap,Rare,0.80,,Normal,0,0,0,Select and destroy 2 of your monsters and 1 of your opponent's monsters.
LOB-062,Mystical Elf,Normal Monster,Super Rare,9.50,Light,Spellcaster,4,800,2000,"A delicate elf that lacks offense, but has a terrific defense backed up by mystical power."
LOB-063,Tyhone,Normal Monster,Common,0.50,Wind,Winged Beast,4,1200,1400,"Capable of firing cannonballs from its mouth for long-range attacks, this creature is particularly effective in mountain battles."
LOB-064,Beaver Warrior,Normal Monster,Common,0.10,Earth,Beast-Warrior,4,1200,1500,What this creature lacks in size it makes up for in defense when battling in the prairie.
LOB-065,Gravedigger Ghoul,Spell,Rare,0.70,,Normal,0,0,0,Select 2 Monster Cards from your opponent's Graveyard. These Monster Cards are removed from play for the remainder of the Duel.
LOB-066,Curse of Dragon,Normal Monster,Super Rare,2.50,Dark,Dragon,5,2000,1500,A wicked dragon that taps into dark forces to execute a powerful attack.
LOB-067,Karbonala Warrior,Fusion Monster,Rare,0.80,Earth,Warrior,4,1500,1200,M-Warrior #1 + M-Warrior #2
LOB-068,Giant Soldier of Stone,Normal Monster,Rare,0.50,Earth,Rock,3,1300,2000,A giant warrior made of stone. A punch from this creature has earth-shaking results.
LOB-069,Uraby,Normal Monster,Common,0.10,Earth,Dinosaur,4,1500,800,"Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws."
LOB-070,Red-Eyes B. Dragon,Normal Monster,Ultra Rare,15.00,Dark,Dragon,7,2400,2000,A ferocious dragon with a deadly attack.
LOB-071,Reaper of the Cards,Effect Monster,Rare,1.40,Dark,Fiend,5,1380,1930,"FLIP: Destroys 1 Trap Card on the field. If this card's target is face-down, flip it face-up. If this card is a Trap Card, it is destroyed. If not, it is returned to its face-down position. The flipped card is not activated."
LOB-072,Witty Phantom,Normal Monster,Common,0.10,Dark,Fiend,4,1400,1300,"Dressed in a night-black tuxedo, this creature presides over death."
LOB-073,Larvas,Normal Monster,Common,0.20,Earth,Beast,3,800,1000,"A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms."
LOB-074,Hard Armor,Normal Monster,Common,0.50,Earth,Warrior,3,300,1200,A living suit of armor that attacks enemies with a bone-jarring tackle.
LOB-075,Man Eater,Normal Monster,Common,0.40,Earth,Plant,2,800,600,Man-eating plant with poison feelers for attacking enemies.
